Vehicle_ID,Region_Code,Odometer_Reading,Purchase_Date,Vehicle_Age_Years,Daily_Commute,Service_Type
VH-2479,South,75640,2018-11-23,6,49.14197727964709,Tire_Rotation
VH-2480,North,70764,2019-01-23,6,,Tire_Rotation
VH-2481,North,46897,2020-11-20,4,9.065291408093561,Tire_Rotation
VH-2482,South,176340,2010-03-30,15,,Major_Service
VH-2483,North,91167,2017-10-30,7,13.406904962218572,Oil_Change
VH-2484,Central,61264,2019-06-13,6,35.65535524809089,Tire_Rotation
VH-2485,Central,90042,2017-06-02,8,32.61188059752645,Major_Service
VH-2486,East,90712,2017-09-16,7,22.918466740780215,Major_Service
VH-2487,South,50317,2020-12-18,4,27.881505596103818,Tire_Rotation
VH-2488,South,49637,2020-08-08,4,27.975239947126063,Tire_Rotation
VH-2489,West,23018,2023-08-07,1,16.4228102928181,Oil_Change
VH-2490,West,114956,2016-10-29,8,,Major_Service
VH-2491,Central,49493,2020-08-20,4,28.41048966671743,Tire_Rotation
VH-2492,Central,58270,2020-01-03,5,32.02894498948281,Tire_Rotation
VH-2493,East,113109,2015-08-22,9,43.287968851987515,Oil_Change
VH-2494,East,34573,2022-10-05,2,41.0558402902224,Oil_Change
VH-2495,East,25138,2022-11-02,2,31.696190868048376,Oil_Change
VH-2496,North,102903,2016-02-24,9,23.847983389866016,Major_Service
VH-2497,North,39497,2022-05-01,3,35.93269173781588,Oil_Change
VH-2498,North,25631,2022-06-25,3,,Oil_Change
VH-2499,East,56159,2020-05-26,5,43.72321898266533,Tire_Rotation
VH-2500,South,147657,2012-06-25,13,25.088518926993988,Major_Service
VH-2501,North,35876,2022-03-08,3,34.43478307017948,Major_Service
VH-2502,West,30725,2022-05-06,3,,Oil_Change
VH-2503,Central,177600,2010-07-30,14,25.234317264669112,Major_Service
VH-2504,West,39196,2022-11-07,2,,Oil_Change
VH-2505,South,41031,2021-10-16,3,28.4437705529518,Oil_Change
VH-2506,South,84295,2018-04-06,7,,Major_Service
VH-2507,North,28382,2023-01-21,2,32.88438537721438,Oil_Change
VH-2508,South,50571,2020-04-05,5,21.54074222268678,Oil_Change
VH-2509,Central,146683,2012-06-23,13,34.49736623381537,Major_Service
VH-2510,North,167707,2011-03-19,14,36.38255007931256,Major_Service
VH-2511,East,116539,2014-12-22,10,26.30259171796652,Major_Service
VH-2512,Central,78591,2018-05-11,7,,Tire_Rotation
VH-2513,West,57374,2020-04-28,5,42.69354188676078,Tire_Rotation
VH-2514,North,34639,2022-04-09,3,45.527529624042664,Oil_Change
VH-2515,West,130451,2014-04-01,11,16.42359936633156,Major_Service
VH-2516,West,176596,2010-08-06,14,25.144232411884232,Major_Service
VH-2517,East,143859,2012-05-10,13,39.902126052181245,Major_Service
VH-2518,West,42670,2021-06-09,4,11.871977604918808,Oil_Change
VH-2519,South,35010,2021-07-26,3,34.23821253995221,Oil_Change
VH-2520,East,47872,2020-08-14,4,,Tire_Rotation
VH-2521,North,72491,2019-04-17,6,28.244486002489268,Tire_Rotation
VH-2522,West,177989,2010-05-19,15,30.452912404753658,Major_Service
VH-2523,North,101851,2016-08-12,8,55.08212267492659,Major_Service
VH-2524,South,37324,2021-09-09,3,35.49437785710661,Oil_Change
VH-2525,Central,164173,2011-09-29,13,45.22338045868375,Major_Service
VH-2526,West,87305,2017-11-05,7,38.90318498176578,Major_Service
VH-2527,West,161239,2011-11-14,13,28.245587973218,Major_Service
VH-2528,South,108413,2016-02-05,9,31.408458791172606,Tire_Rotation
VH-2529,North,162460,2011-05-29,14,30.913730657896465,Major_Service
VH-2530,South,15526,2022-10-03,2,45.660387857691376,Oil_Change
VH-2531,East,16002,2023-08-20,1,26.7164259472902,Oil_Change
VH-2532,West,85048,2018-02-22,7,24.4509819285883,Tire_Rotation
VH-2533,East,125240,2014-11-20,10,23.83804055806927,Major_Service
VH-2534,West,111511,2016-03-20,9,41.869336106694305,Major_Service
VH-2535,East,27877,2022-09-10,2,28.416672350759864,Oil_Change
VH-2536,South,77980,2018-03-14,7,22.73154400841303,Major_Service
VH-2537,East,76007,2018-09-30,6,9.965242470552873,Tire_Rotation
VH-2538,North,108446,2016-03-30,9,41.06766113497464,Major_Service
VH-2539,South,146775,2012-11-06,12,32.85583466364199,Major_Service
VH-2540,North,101731,2016-06-06,9,12.001462964607569,Major_Service
VH-2541,North,151838,2012-10-29,12,21.67091677923829,Major_Service
VH-2542,North,116347,2014-10-18,10,37.7020267538619,Major_Service
VH-2543,West,55350,2020-02-13,5,25.194864773620612,Tire_Rotation
VH-2544,Central,88531,2017-08-19,7,29.429685852962567,Oil_Change
VH-2545,East,20450,2023-05-12,2,37.5864323384909,Oil_Change
VH-2546,North,67419,2019-08-26,5,21.98516970734022,Tire_Rotation
VH-2547,East,74698,2018-06-03,7,20.84710867019001,Tire_Rotation
VH-2548,North,149624,2011-10-01,13,,Major_Service
VH-2549,Central,96326,2016-06-12,9,31.279913412963435,Major_Service
VH-2550,West,79192,2018-04-02,7,41.000465405096264,Tire_Rotation
VH-2551,Central,163166,2011-04-26,14,,Major_Service
VH-2552,East,171347,2010-08-05,14,14.315363694384772,Major_Service
VH-2553,North,12615,2023-08-03,1,20.081469079668405,Oil_Change
VH-2554,East,166238,2011-01-26,14,27.43160684397888,Major_Service
VH-2555,West,166782,2011-06-26,14,23.119497886090027,Major_Service
VH-2556,East,41163,2021-03-25,4,32.776423671248665,Tire_Rotation
VH-2557,West,9677,2023-07-24,1,49.49578937090743,Oil_Change
VH-2558,West,177684,2010-11-09,14,39.788746079050426,Major_Service
VH-2559,East,39855,2021-03-16,4,34.63707032712686,Tire_Rotation
VH-2560,West,66082,2019-07-11,5,14.64476883915026,Tire_Rotation
VH-2561,South,25191,2023-03-09,2,23.33005254513137,Oil_Change
VH-2562,South,50748,2020-06-12,5,27.93540918767016,Tire_Rotation
VH-2563,Central,59955,2020-05-14,5,33.299035435674476,Tire_Rotation
VH-2564,North,51873,2021-02-14,4,8.860642668086825,Tire_Rotation
VH-2565,West,144406,2012-10-09,12,28.5539473803282,Major_Service
VH-2566,North,66978,2019-02-13,6,25.58590604062725,Tire_Rotation
VH-2567,South,49172,2020-05-31,5,42.81401157199458,Tire_Rotation
VH-2568,West,152076,2012-08-19,12,36.64620883880456,Major_Service
VH-2569,West,173264,2010-02-27,15,29.397003900783524,Major_Service
VH-2570,South,68883,2019-03-25,6,16.835423962774772,Tire_Rotation
VH-2571,West,19665,2023-04-09,2,21.99092712231827,Major_Service
VH-2572,West,111836,2015-04-11,10,21.30262346629165,Major_Service
VH-2573,South,72778,2018-09-15,6,35.46137005622684,Tire_Rotation
VH-2574,West,186706,2010-01-03,15,33.39169566618392,Major_Service
VH-2575,South,172225,2011-12-07,13,17.03205867672756,Tire_Rotation
VH-2576,North,37637,2021-06-27,4,34.1871325303899,Oil_Change
VH-2577,East,139987,2013-12-05,11,12.948226733316336,Major_Service
VH-2578,Central,46494,2021-05-22,4,21.1304557762366,Tire_Rotation
VH-2579,Central,54486,2020-05-11,5,24.22898880764304,Tire_Rotation
VH-2580,North,136413,2013-06-08,12,19.59951901333497,Major_Service
VH-2581,West,73509,2019-11-11,5,,Tire_Rotation
VH-2582,East,150750,2012-03-24,13,-0.9047103600658559,Major_Service
VH-2583,West,183267,2010-02-03,15,33.10671501292345,Major_Service
VH-2584,South,113683,2014-10-13,10,24.805612671855993,Major_Service
VH-2585,West,31418,2022-04-25,3,36.21415047439143,Oil_Change
VH-2586,South,78353,2017-07-16,7,27.57636436308641,Major_Service
VH-2587,West,78526,2018-07-02,7,11.727587311824532,Tire_Rotation
VH-2588,West,177442,2010-05-19,15,29.316672589391967,Major_Service
VH-2589,East,146319,2012-03-06,13,26.468596827601708,Major_Service
VH-2590,South,28288,2022-06-23,3,27.82850170946801,Oil_Change
VH-2591,West,116196,2015-01-26,10,36.08784137802404,Major_Service
VH-2592,East,40203,2020-09-26,4,25.300930806226404,Tire_Rotation
VH-2593,North,175047,2010-09-13,14,,Major_Service
VH-2594,South,35146,2022-01-13,3,24.2361344474853,Oil_Change
VH-2595,Central,94942,2016-12-26,8,17.042684742694927,Major_Service
VH-2596,South,95126,2017-06-11,8,33.37945717786492,Major_Service
VH-2597,South,102517,2016-02-24,9,33.30281806460773,Major_Service
VH-2598,South,47794,2020-03-25,5,18.567082928529086,Tire_Rotation
VH-2599,East,127419,2014-11-11,10,43.564160988870256,Major_Service
VH-2600,West,32821,2021-12-13,3,23.85468417892852,Oil_Change
VH-2601,West,129854,2013-11-12,11,25.906928648488105,Major_Service
VH-2602,West,45340,2021-02-17,4,32.24522545532311,Oil_Change
VH-2603,South,62060,2020-04-06,5,27.24168775771892,Oil_Change
VH-2604,North,64346,2019-09-10,5,17.602481533365104,Tire_Rotation
VH-2605,South,159837,2010-11-29,14,46.128102230592106,Major_Service
VH-2606,West,82202,2018-06-20,7,23.46443023145853,Tire_Rotation
VH-2607,South,173754,2010-06-14,15,27.60409938987864,Major_Service
VH-2608,East,108611,2016-10-19,8,22.595539271811482,Major_Service
VH-2609,North,151420,2012-08-22,12,25.729533272671397,Major_Service
VH-2610,North,183708,2010-01-30,15,50.686463118493386,Oil_Change
VH-2611,North,20277,2023-07-24,1,12.243623760941283,Oil_Change
VH-2612,Central,173209,2010-04-13,15,,Major_Service
VH-2613,West,147580,2013-02-04,12,26.822363717733882,Major_Service
VH-2614,Central,156429,2011-08-20,13,13.31875019656945,Major_Service
VH-2615,North,16770,2022-12-12,2,49.686481009867734,Oil_Change
VH-2616,North,47883,2020-10-23,4,23.635822188565985,Tire_Rotation
VH-2617,Central,102860,2016-03-10,9,38.92468375766729,Major_Service
VH-2618,Central,141201,2012-10-29,12,42.75345473314833,Major_Service
VH-2619,North,152814,2013-04-29,12,35.57351921074036,Major_Service
VH-2620,North,52671,2019-09-08,5,19.358825654393076,Tire_Rotation
VH-2621,East,36596,2022-01-06,3,42.45267311509177,Oil_Change
VH-2622,South,156445,2011-10-03,13,33.48496446273738,Major_Service
VH-2623,East,176232,2010-09-29,14,18.619914683575892,Major_Service
VH-2624,Central,121036,2014-10-21,10,29.640538168932817,Major_Service
VH-2625,East,13303,2023-01-27,2,12.217793094388398,Oil_Change
VH-2626,East,101572,2016-09-23,8,,Major_Service
VH-2627,Central,58566,2020-07-06,4,25.020847273194406,Tire_Rotation
VH-2628,East,40597,2021-10-17,3,,Oil_Change
VH-2629,North,117582,2015-06-18,10,34.66945744725069,Oil_Change
VH-2630,North,140112,2012-10-12,12,11.8539142872004,Major_Service
VH-2631,Central,46616,2021-05-26,4,39.57219076965367,Tire_Rotation
VH-2632,Central,102859,2016-03-22,9,27.71760323016038,Tire_Rotation
VH-2633,North,153296,2012-06-14,13,33.751066151099636,Major_Service
VH-2634,East,78896,2018-01-31,7,33.969187865317934,Tire_Rotation
VH-2635,West,130230,2014-01-29,11,20.311878821585907,Tire_Rotation
VH-2636,Central,124351,2014-07-10,10,32.23292030708626,Major_Service
VH-2637,West,139590,2013-09-03,11,38.638451126867004,Major_Service
VH-2638,Central,154768,2011-10-04,13,29.249646703768917,Major_Service
VH-2639,Central,147574,2012-05-25,13,39.243139653966736,Major_Service
VH-2640,Central,78276,2018-09-06,6,30.754767747884113,Tire_Rotation
VH-2641,Central,36323,2021-07-01,4,43.931699068517894,Oil_Change
VH-2642,North,67676,2019-01-22,6,22.041696256514474,Tire_Rotation
VH-2643,Central,55514,2020-05-30,5,36.93579318808109,Tire_Rotation
VH-2644,Central,150726,2012-07-29,12,22.948011482040314,Major_Service
VH-2645,North,33167,2021-12-22,3,,Oil_Change
VH-2646,East,140759,2013-05-28,12,29.411336243418134,Major_Service
VH-2647,Central,124569,2014-04-27,11,22.733321035547448,Major_Service
VH-2648,North,44772,2020-11-08,4,41.93607304421655,Tire_Rotation
VH-2649,Central,56699,2019-10-21,5,35.78425885631733,Tire_Rotation
VH-2650,Central,92518,2017-02-21,8,13.492965896378365,Major_Service
VH-2651,North,38676,2022-03-30,3,,Oil_Change
VH-2652,North,113828,2015-09-18,9,28.05225488694291,Tire_Rotation
VH-2653,West,104127,2016-08-07,8,20.492201141041246,Major_Service
VH-2654,North,48079,2021-02-12,4,,Tire_Rotation
VH-2655,West,151736,2012-02-15,13,50.320406860140615,Major_Service
VH-2656,North,51333,2020-12-19,4,5.10472201036,Tire_Rotation
VH-2657,Central,182505,2010-01-14,15,25.05257718374635,Major_Service
VH-2658,East,178978,2010-06-13,15,42.65318079194325,Major_Service
VH-2659,East,30206,2022-09-03,2,18.378273288377564,Oil_Change
VH-2660,North,26284,2022-07-30,2,43.684634551980636,Oil_Change
VH-2661,West,114471,2015-03-25,10,,Major_Service
VH-2662,East,15886,2023-08-01,1,6.73728887649834,Oil_Change
VH-2663,East,113271,2015-01-29,10,,Major_Service
VH-2664,West,79309,2018-05-04,7,41.153902153283646,Tire_Rotation
VH-2665,South,161335,2010-10-09,14,28.01524260384282,Major_Service
VH-2666,South,116483,2015-12-19,9,42.71992617174783,Major_Service
VH-2667,East,130164,2014-04-27,11,38.995550216635074,Major_Service
VH-2668,South,148393,2013-07-16,11,28.368388028615247,Major_Service
VH-2669,South,99196,2017-01-02,8,20.019033065393437,Major_Service
VH-2670,West,34935,2022-03-01,3,21.162370455750665,Oil_Change
VH-2671,West,112707,2015-10-16,9,27.508498696623892,Oil_Change
VH-2672,South,82332,2018-12-21,6,20.664281135382772,Tire_Rotation
VH-2673,East,96537,2017-09-02,7,24.32791002533083,Major_Service
VH-2674,South,135429,2013-09-03,11,38.17216996331618,Major_Service
VH-2675,East,155371,2011-03-19,14,47.31536466481485,Tire_Rotation
VH-2676,South,116146,2014-06-11,11,38.202014703121996,Major_Service
VH-2677,South,18734,2023-06-29,2,33.53079292703137,Oil_Change
VH-2678,West,118657,2015-06-16,10,31.445257778452646,Major_Service
VH-2679,East,155043,2012-05-29,13,37.72580267028232,Major_Service
VH-2680,East,112471,2016-02-23,9,36.840764700086964,Major_Service
VH-2681,West,95813,2017-07-19,7,24.05431525349593,Major_Service
VH-2682,South,13434,2023-08-01,1,20.455752534565786,Oil_Change
VH-2683,South,147834,2012-04-23,13,21.542394648996318,Major_Service
VH-2684,South,129893,2014-01-25,11,5.456336681146258,Major_Service
VH-2685,East,115638,2014-11-01,10,30.4707458698003,Major_Service
VH-2686,South,121763,2015-02-25,10,21.21884337993318,Major_Service
VH-2687,West,15648,2023-05-26,2,27.73631570241818,Oil_Change
VH-2688,East,39986,2021-09-18,3,31.655789648433366,Oil_Change
VH-2689,South,75233,2018-09-17,6,39.94555087699871,Tire_Rotation
VH-2690,South,13786,2023-07-22,1,,Oil_Change
VH-2691,West,115930,2015-09-27,9,46.458136292879544,Major_Service
VH-2692,North,49621,2021-09-27,3,32.796569368801414,Oil_Change
VH-2693,North,119682,2014-07-26,10,59.86898880712789,Major_Service
VH-2694,South,4850,2023-05-09,2,37.907381130746984,Oil_Change
VH-2695,Central,66634,2019-08-26,5,40.75266615129935,Tire_Rotation
VH-2696,East,144886,2012-12-23,12,35.28311710368932,Tire_Rotation
VH-2697,Central,87532,2018-01-14,7,32.55606625640007,Tire_Rotation
VH-2698,North,145711,2013-01-08,12,28.587656194850304,Major_Service
VH-2699,North,81384,2018-07-05,6,39.03202881355277,Tire_Rotation
VH-2700,West,74831,2018-11-26,6,13.664409389073331,Tire_Rotation
VH-2701,Central,131239,2013-09-22,11,32.9857196577462,Major_Service
VH-2702,South,126722,2014-02-09,11,54.671957715673216,Major_Service
VH-2703,North,162547,2011-07-17,13,41.74714324507986,Major_Service
VH-2704,Central,39061,2022-01-12,3,32.58890703503933,Oil_Change
VH-2705,South,73706,2018-09-16,6,,Tire_Rotation
VH-2706,South,98118,2016-10-25,8,28.364525285337397,Major_Service
VH-2707,North,70796,2019-11-15,5,12.435960855894518,Tire_Rotation
VH-2708,South,152851,2011-03-31,14,17.711355391176358,Major_Service
VH-2709,East,19873,2022-09-10,2,37.535315165313605,Oil_Change
VH-2710,North,78861,2017-11-24,7,31.239432736553333,Tire_Rotation
VH-2711,West,96912,2017-03-30,8,36.37226250457678,Major_Service
VH-2712,West,85780,2018-05-10,7,30.086313430079855,Tire_Rotation
VH-2713,North,59107,2020-03-16,5,36.757862711515756,Tire_Rotation
VH-2714,East,108183,2015-08-02,9,25.794950603740556,Major_Service
VH-2715,Central,141917,2012-09-24,12,19.933464022182093,Major_Service
VH-2716,Central,32059,2022-05-12,3,44.87976780558941,Oil_Change
VH-2717,East,165478,2011-11-01,13,21.623118706055365,Major_Service
VH-2718,West,126904,2014-12-30,10,9.483794248824005,Major_Service
VH-2719,South,88570,2017-08-24,7,40.427057628208054,Major_Service
VH-2720,Central,111517,2015-03-22,10,,Major_Service
VH-2721,South,107420,2016-04-21,9,,Major_Service
VH-2722,East,81160,2017-11-08,7,43.29010489066905,Tire_Rotation
VH-2723,North,102767,2016-08-07,8,44.63109663716287,Major_Service
VH-2724,Central,35942,2022-04-17,3,47.52115085287551,Oil_Change
VH-2725,North,131860,2013-08-31,11,30.405163624991456,Major_Service
VH-2726,East,87887,2017-05-05,8,38.154683728827436,Major_Service
VH-2727,North,31372,2023-02-06,2,23.14282926719795,Oil_Change
VH-2728,Central,66014,2019-05-26,6,33.328846534825786,Tire_Rotation
VH-2729,Central,16590,2022-12-06,2,33.46878276088215,Oil_Change
VH-2730,South,135578,2013-09-02,11,40.01836965734835,Tire_Rotation
VH-2731,Central,99337,2017-01-19,8,18.557551895353317,Major_Service
VH-2732,South,142287,2013-10-24,11,38.68396641257821,Major_Service
VH-2733,Central,67584,2019-10-26,5,56.98852830730552,Tire_Rotation
VH-2734,Central,124865,2014-10-11,10,36.96124265525346,Major_Service
VH-2735,West,135620,2014-02-11,11,30.38165163468419,Major_Service
VH-2736,North,16747,2023-04-19,2,32.185086200184095,Oil_Change
VH-2737,North,45170,2021-02-01,4,28.826904286472114,Tire_Rotation
VH-2738,Central,176534,2010-08-23,14,32.58651301267287,Major_Service
VH-2739,East,162929,2011-04-27,14,27.292667407043407,Major_Service
VH-2740,West,59891,2020-06-28,5,28.477978836906928,Tire_Rotation
VH-2741,North,77334,2018-03-31,7,17.471832845380604,Tire_Rotation
VH-2742,North,112350,2015-07-18,9,31.697992759195046,Major_Service
VH-2743,North,128746,2014-08-27,10,44.809097128961724,Major_Service
VH-2744,East,154168,2011-11-24,13,40.29590699774346,Major_Service
VH-2745,East,67269,2020-03-23,5,,Tire_Rotation
VH-2746,West,108812,2015-08-11,9,27.50950074385738,Major_Service
VH-2747,North,45719,2021-07-14,3,13.617252846778932,Oil_Change
VH-2748,North,123173,2015-01-05,10,30.65031379169299,Major_Service
VH-2749,East,15760,2023-05-05,2,44.40128331022562,Oil_Change
VH-2750,South,58929,2019-10-17,5,50.36190719855041,Tire_Rotation
VH-2751,Central,139264,2013-06-14,12,,Major_Service
VH-2752,Central,76285,2018-01-10,7,17.5869007145935,Oil_Change
VH-2753,Central,12889,2023-02-05,2,25.901789183550743,Oil_Change
VH-2754,North,74710,2019-05-04,6,23.660482764874004,Tire_Rotation
VH-2755,Central,21525,2023-04-30,2,37.79512846585032,Oil_Change
VH-2756,Central,155889,2011-08-18,13,36.42865435558075,Major_Service
VH-2757,East,149244,2012-09-10,12,38.032464886263995,Major_Service
VH-2758,South,143183,2012-11-21,12,34.52486912404422,Major_Service
VH-2759,West,162259,2011-10-25,13,,Major_Service
VH-2760,South,126078,2014-07-01,11,,Major_Service
VH-2761,South,52287,2020-11-04,4,20.60207905697372,Tire_Rotation
VH-2762,South,117140,2015-02-16,10,29.825212910890624,Tire_Rotation
VH-2763,West,132192,2013-07-29,11,20.703279632739797,Major_Service
VH-2764,South,176870,2010-02-09,15,17.31237577682171,Major_Service
VH-2765,West,169346,2011-02-25,14,33.160243147540896,Major_Service
VH-2766,North,122244,2015-05-13,10,38.431477883390116,Major_Service
VH-2767,South,139831,2013-04-20,12,23.322996245288476,Major_Service
VH-2768,South,158619,2011-05-28,14,17.72120107269908,Major_Service
VH-2769,North,125403,2014-08-12,10,26.020324850324062,Oil_Change
VH-2770,East,161973,2012-08-12,12,39.30080425990512,Major_Service
VH-2771,Central,164526,2011-04-23,14,35.92029083369136,Major_Service
VH-2772,South,25432,2021-12-29,3,36.90204212684729,Oil_Change
VH-2773,East,79937,2018-12-03,6,37.40915153716622,Tire_Rotation
VH-2774,East,134672,2013-09-24,11,28.073718447073656,Major_Service
VH-2775,Central,71831,2019-05-17,6,30.98030655819965,Tire_Rotation
VH-2776,Central,48620,2020-03-13,5,46.46650912119628,Tire_Rotation
VH-2777,South,24855,2023-03-03,2,27.65786216382333,Oil_Change
VH-2778,Central,99088,2017-03-03,8,33.52338934200453,Major_Service
VH-2779,Central,76616,2019-08-09,5,36.577949412048966,Tire_Rotation
VH-2780,East,40378,2020-10-13,4,16.709667439419107,Tire_Rotation
VH-2781,Central,83492,2018-04-07,7,25.26736424311934,Tire_Rotation
VH-2782,South,69703,2018-09-18,6,38.988626798721995,Major_Service
VH-2783,Central,50142,2021-01-01,4,14.057820028063333,Tire_Rotation
VH-2784,East,35005,2021-12-21,3,35.369143772348075,Major_Service
VH-2785,West,112364,2015-07-05,10,27.41029560863357,Major_Service
VH-2786,Central,69517,2019-12-17,5,,Tire_Rotation
VH-2787,West,150161,2012-08-06,12,19.888373075607884,Major_Service
VH-2788,South,36614,2022-05-15,3,28.448165848629287,Oil_Change
VH-2789,West,98266,2016-04-26,9,50.41615132639434,Major_Service
VH-2790,West,45235,2021-09-07,3,27.207541432451748,Oil_Change
VH-2791,East,120008,2014-08-29,10,6.640224060330802,Major_Service
VH-2792,South,113385,2015-10-09,9,25.88128872320253,Major_Service
VH-2793,North,34183,2021-09-22,3,23.16240895917599,Oil_Change
VH-2794,South,121620,2014-06-17,11,34.19162682566409,Major_Service
VH-2795,West,134290,2013-08-30,11,16.78645154205249,Major_Service
VH-2796,Central,85858,2018-06-18,7,28.424322632143944,Tire_Rotation
VH-2797,North,178413,2010-05-25,15,25.615603338366007,Major_Service
VH-2798,East,10767,2023-07-18,1,,Oil_Change
VH-2799,West,145262,2012-09-14,12,53.222605843363596,Tire_Rotation
VH-2800,East,130164,2014-11-15,10,57.636933541579886,Major_Service
VH-2801,South,45724,2021-03-19,4,19.84303377548887,Tire_Rotation
VH-2802,North,58552,2019-09-30,5,18.496259495459586,Oil_Change
VH-2803,South,119385,2014-09-11,10,,Major_Service
VH-2804,West,122991,2015-01-22,10,46.81519698853198,Major_Service
VH-2805,West,106742,2015-10-21,9,32.38524813301928,Major_Service
VH-2806,Central,40867,2020-12-30,4,18.84251143797578,Tire_Rotation
VH-2807,East,122650,2015-05-30,10,30.83767992855421,Major_Service
VH-2808,West,83659,2018-07-18,6,13.356667713145022,Tire_Rotation
VH-2809,Central,55651,2020-05-03,5,21.16348511563564,Major_Service
VH-2810,East,152368,2011-08-25,13,23.291063040493302,Major_Service
VH-2811,North,142612,2012-11-15,12,32.32780618119656,Major_Service
VH-2812,East,130934,2015-02-11,10,55.953818438770995,Major_Service
VH-2813,West,118471,2015-02-26,10,27.527999068023675,Major_Service
VH-2814,East,93620,2016-08-18,8,33.00092132022744,Major_Service
VH-2815,Central,75865,2018-10-06,6,28.289273096070474,Tire_Rotation
VH-2816,West,135907,2013-11-23,11,28.112090915913505,Major_Service
VH-2817,North,100092,2016-09-14,8,,Major_Service
VH-2818,West,60756,2019-10-25,5,23.286978874728288,Tire_Rotation
VH-2819,North,100675,2017-05-10,8,35.221350852774506,Major_Service
VH-2820,Central,140098,2013-04-26,12,32.61506580845803,Major_Service
VH-2821,East,66361,2020-03-06,5,37.49473117249529,Tire_Rotation
VH-2822,East,131131,2014-05-25,11,28.104510106243357,Major_Service
VH-2823,Central,47512,2020-08-09,4,53.89647688387284,Tire_Rotation
VH-2824,South,125847,2014-11-16,10,32.88373815005317,Major_Service
VH-2825,North,172581,2010-12-30,14,,Major_Service
VH-2826,South,144461,2012-02-16,13,33.17731532587163,Major_Service
VH-2827,Central,179867,2010-02-22,15,,Oil_Change
VH-2828,Central,157729,2012-04-27,13,23.99655798774453,Major_Service
VH-2829,North,150129,2013-04-07,12,39.06091028194044,Major_Service
VH-2830,Central,139272,2013-11-09,11,47.605776151869115,Major_Service
VH-2831,Central,177920,2010-06-09,15,16.15154936119676,Major_Service
VH-2832,South,39539,2022-04-04,3,23.601598388036948,Oil_Change
VH-2833,North,63035,2019-08-22,5,38.205378020516115,Tire_Rotation
VH-2834,North,43057,2021-06-06,4,33.215071866779176,Tire_Rotation
VH-2835,South,51074,2020-12-25,4,17.786400557486104,Tire_Rotation
VH-2836,North,59064,2019-12-25,5,29.1716665613255,Tire_Rotation
VH-2837,North,66541,2020-02-19,5,,Tire_Rotation
VH-2838,East,34360,2022-09-13,2,38.62014488949032,Oil_Change
VH-2839,North,171037,2010-09-07,14,25.05058159721083,Oil_Change
VH-2840,West,110730,2015-08-12,9,22.281881003490582,Major_Service
VH-2841,North,148725,2012-08-06,12,,Major_Service
VH-2842,South,141147,2013-07-12,11,28.47733710165182,Major_Service
VH-2843,East,148151,2012-09-18,12,,Major_Service
VH-2844,East,159356,2011-04-05,14,32.50311733138837,Major_Service
VH-2845,East,153565,2011-08-11,13,27.54964635013594,Major_Service
VH-2846,North,110988,2015-02-19,10,24.081956208359028,Major_Service
VH-2847,Central,105633,2015-12-28,9,,Major_Service
VH-2848,West,52654,2021-01-20,4,25.920730270060197,Tire_Rotation
VH-2849,West,27717,2023-02-09,2,37.78296100464764,Oil_Change
VH-2850,Central,130555,2013-11-08,11,,Major_Service
VH-2851,Central,164840,2011-04-05,14,23.52721618841961,Major_Service
VH-2852,South,162830,2011-06-10,14,9.124541415794493,Major_Service
VH-2853,North,99204,2016-11-17,8,42.04678729351356,Major_Service
VH-2854,West,156799,2012-01-28,13,31.479131305762166,Major_Service
VH-2855,Central,109266,2015-04-19,10,,Major_Service
VH-2856,North,175328,2010-08-28,14,42.20660642959398,Major_Service
VH-2857,West,52070,2021-03-19,4,24.595063832857445,Tire_Rotation
VH-2858,South,84948,2017-11-09,7,44.12370673865406,Tire_Rotation
VH-2859,South,157201,2011-03-30,14,33.22008435859901,Major_Service
VH-2860,North,51803,2020-04-25,5,21.93579425859183,Tire_Rotation
VH-2861,East,32831,2022-08-08,2,29.068335042492105,Oil_Change
VH-2862,North,95510,2017-02-14,8,41.914214176192495,Major_Service
VH-2863,North,31116,2022-11-14,2,34.83401952581052,Oil_Change
VH-2864,West,47812,2021-03-27,4,39.104171663496636,Tire_Rotation
VH-2865,South,13796,2023-06-17,2,15.616049437505097,Oil_Change
VH-2866,West,150932,2012-06-03,13,36.895491719561775,Major_Service
VH-2867,Central,40596,2022-02-21,3,30.84072739385934,Major_Service
VH-2868,North,36357,2022-06-09,3,33.9460654121335,Tire_Rotation
VH-2869,South,132222,2013-06-08,12,33.39404177614248,Major_Service
VH-2870,West,34288,2022-08-21,2,23.999351649943485,Oil_Change
VH-2871,West,24325,2023-02-27,2,25.993564315608563,Oil_Change
VH-2872,North,70701,2019-01-14,6,27.280675822692263,Major_Service
VH-2873,North,151568,2012-06-03,13,17.742639943523166,Major_Service
VH-2874,East,164940,2011-08-30,13,40.64502794162398,Major_Service
VH-2875,South,72548,2019-05-23,6,20.814498666643296,Tire_Rotation
VH-2876,West,50948,2021-01-12,4,39.86359891314086,Tire_Rotation
VH-2877,West,147023,2012-12-09,12,22.141694052489598,Major_Service
VH-2878,Central,48643,2020-09-28,4,44.13873619652555,Tire_Rotation
VH-2879,South,60071,2019-12-14,5,22.91128007977511,Tire_Rotation
VH-2880,North,71867,2018-09-11,6,23.797139928156042,Tire_Rotation
VH-2881,Central,170562,2011-01-15,14,9.943975957457603,Major_Service
